"name","class","rating","status","constituency","connection","officer","proposal","priority","zip","af12","af13","af14","af15","af16","cap12","cap13","cap14","cap15","cap16","city","state","latitude","longitude"
"Salcido, Adriana",2003,0,"Annual Fund Leadership","Alumn","Not Connected",NA,718848,"Unresistricted","47704",1049,0,1373,0,906,0,0,150000,0,0,"Evansville","IN",37.997128,-87.574963
"Ellis, Alyssa",1964,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,NA,"","45678",0,0,73,1309,699,80000,0,0,0,0,"Scottown","OH",38.615111,-82.38004
"Spencer, Thien An",1997,NA,NA,"Alumn","Very Connected",NA,1090512,"Math/Science Center","65076",1478,484,0,0,207,80000,0,90000,0,0,"Saint Thomas","MO",38.36528,-92.19491
"al-Hussain, Izzaddeen",1950,NA,NA,"Alumn","Modestly Connected",NA,NA,"","36852",0,282,0,484,0,0,70000,140000,0,0,"Cusseta","AL",32.745844,-85.28076
"Avila, Tara",2007,890000,"Cultivation","Alumn","Somewhat Connected","al-Shafi, Badri",1221112,"Financial Aid","24054",378,0,93,1086,0,1e+05,0,0,0,0,"Axton","VA",36.677075,-79.70604
"Morris, Stasha",1978,0,"Not a Prospect","Alumn","Connected",NA,NA,"","44101",1854,0,0,652,0,0,20000,40000,0,110000,"Cleveland","OH",41.523401,-81.599648
"al-Latif, Mahuroos",1983,0,"Not a Prospect","Alumn","Modestly Connected",NA,1632879,"Professorship","50308",205,306,0,2544,848,0,30000,0,0,20000,"Des Moines","IA",41.672687,-93.572173
"Marple, Joshua",1996,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","06420",369,293,0,223,272,40000,190000,110000,0,0,"Salem","CT",41.485469,-72.25445
"el-Saladin, Wadha",2015,0,"Not a Prospect","Alumn","Somewhat Connected",NA,NA,"","66638",1293,373,0,700,291,10000,80000,140000,0,0,"Topeka","KS",39.042939,-95.769657
"Watts, Ariel",2015,0,"Annual Fund Leadership","Alumn","Somewhat Connected","Rodriguez, Nathan",NA,"","23607",0,0,936,431,0,40000,0,50000,30000,10000,"Newport News","VA",36.987151,-76.4195
"el-Dajani, Haibaa",1961,NA,NA,"Alumn","Modestly Connected",NA,195241,"Math/Science Center","87027",721,0,683,0,2141,70000,0,50000,160000,20000,"La Jara","NM",36.151633,-107.00449
"Fisher, Terryll",1982,NA,NA,"Alumn","Very Connected",NA,0,"Financial Aid","92531",630,1629,0,408,0,60000,50000,0,0,0,"Lake Elsinore","CA",33.752886,-116.055617
"Cruz-Castillo, Maria",2011,280000,"Cultivation","Alumn","Somewhat Connected","Ortega, Amanda",NA,"","25323",0,1696,1093,202,0,20000,0,0,110000,40000,"Charleston","WV",38.296818,-81.554655
"al-Munir, Sadoon",1969,0,"Annual Fund Leadership","Alumn","Not Connected",NA,NA,"","26162",1061,1016,1473,1597,2302,250000,210000,210000,120000,120000,"Porters Falls","WV",39.576419,-80.77211
"Steck, Blake",1955,1130000,"Assessment","Alumn","Very Connected",NA,NA,"","11205",0,154,0,183,0,0,30000,0,0,0,"Brooklyn","NY",40.694214,-73.96529
"Martinez, Yesica",1957,190000,"Not a Prospect","Alumn","Connected",NA,412686,"Professorship","84340",0,0,0,0,1912,0,220000,0,30000,0,"Willard","UT",41.368481,-112.05538
"Two  Crow, Jaime",1951,430000,"Stewardship","Alumn","Somewhat Connected",NA,737929,"Math/Science Center","52004",497,0,0,0,2386,0,30000,0,120000,0,"Dubuque","IA",42.484861,-90.804116
"Perea, Brea",1982,0,"Not a Prospect","Alumn","Not Connected",NA,NA,"","71357",502,1196,547,0,1119,1e+05,50000,110000,90000,170000,"Newellton","LA",32.090387,-91.24121
"Dietrich, Adam",1989,0,"Not a Prospect","Alumn","Not Connected",NA,NA,"","77069",1112,0,735,488,0,0,110000,60000,0,140000,"Houston","TX",29.984672,-95.52887
"Prado, Olympia",1965,NA,NA,"Alumn","Somewhat Connected",NA,101363,"Math/Science Center","75702",657,839,0,228,76,0,0,80000,20000,80000,"Tyler","TX",32.360498,-95.3071
"Gutierrez-Alvarez, Elysse",1951,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,NA,"","94621",642,1344,0,0,469,20000,40000,170000,90000,0,"Oakland","CA",37.753978,-122.18969
"al-Jaber, Abdul Maalik",1995,NA,NA,"Alumn","Connected",NA,NA,"","70804",0,0,395,0,55,40000,10000,0,60000,0,"Baton Rouge","LA",30.386267,-91.133905
"Jones, Kristina",1962,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","67650",0,558,0,0,0,0,170000,0,20000,20000,"Morland","KS",39.359896,-100.08518
"Aragon, Jonathan",NA,NA,NA,"Parent","Not Connected",NA,NA,"","25323",3394,0,121,0,0,50000,70000,0,150000,30000,"Charleston","WV",38.296818,-81.554655
"Pham, Bhewattie",1969,980000,"Cultivation","Alumn","Very Connected",NA,454492,"Residence Hall","85252",0,161,0,0,1026,110000,0,0,0,60000,"Scottsdale","AZ",33.499529,-111.868432
"Mcintyre, Mercede",2008,0,"Cultivation","Alumn","Not Connected","Vandeboogaard, Elise",NA,"","71079",1591,339,1773,0,0,0,0,0,0,130000,"Summerfield","LA",32.937726,-92.80471
"Mendez, Brittany",1956,NA,NA,"Alumn","Modestly Connected",NA,NA,"","44706",0,2986,7,218,177,140000,1e+05,50000,130000,30000,"Canton","OH",40.776858,-81.40593
"Blodgett, Ryan",2011,NA,NA,"Alumn","Very Connected",NA,0,"Athletics","22964",1047,121,123,299,0,0,150000,50000,120000,0,"Piney River","VA",37.725074,-78.99245
"Beckham, Brianna",1966,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,0,"Athletics","98238",539,374,962,528,0,0,30000,0,20000,0,"Conway","WA",48.337796,-122.34517
"al-Assaf, Zarqaa",1960,NA,NA,"Alumn","Very Connected",NA,NA,"","79998",409,0,620,0,0,0,170000,90000,50000,50000,"El Paso","TX",31.694842,-106.299987
"el-Khawaja, Jiyaad",1975,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","25701",0,0,88,179,0,70000,0,0,1e+05,0,"Huntington","WV",38.403511,-82.43904
"Catlin, Claire",1972,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,NA,"","61015",0,0,0,0,479,50000,0,70000,10000,140000,"Chana","IL",41.982993,-89.2128
"Orstead, Lluvia",1985,0,"Not a Prospect","Alumn","Modestly Connected",NA,NA,"","99779",292,1193,852,489,1075,0,0,50000,0,180000,"Tetlin","AK",63.135294,-142.5323
"Feiner-Jackson, Mckaylin",1972,NA,NA,"Alumn","Somewhat Connected",NA,519536,"Athletics","74359",0,638,815,0,512,50000,0,150000,70000,0,"Oaks","OK",36.415938,-94.787091
"Valdez, Jacqueline",1999,NA,NA,"Alumn","Connected",NA,1128482,"Professorship","89153",904,0,780,0,826,0,0,70000,0,70000,"Las Vegas","NV",35.927901,-114.972061
"Waits, Jalen",1959,1220000,"Stewardship","Alumn","Connected",NA,NA,"","77085",756,481,518,0,1391,0,60000,80000,20000,0,"Houston","TX",29.621746,-95.48695
"Lor, Kento",2006,NA,NA,"Alumn","Not Connected",NA,NA,"","25048",1831,1063,0,0,1446,0,0,0,30000,30000,"Colcord","WV",37.949813,-81.42024
"Cortez, Jessica",1957,1190000,"Assessment","Alumn","Somewhat Connected","Ulibarri, Isaiah",NA,"","26159",645,779,0,0,0,0,0,0,40000,10000,"Paden City","WV",39.604088,-80.93276
"al-Akbar, Khaalida",1981,2030000,"Annual Fund Leadership","Alumn","Somewhat Connected","Redbird, Ian",NA,"","24120",0,0,0,489,0,0,0,0,60000,0,"Meadows Of Dan","VA",36.720001,-80.41975
"Loneeagle, Dalton",1954,NA,NA,"Alumn","Connected",NA,NA,"","73108",0,0,0,0,0,0,50000,70000,0,1e+05,"Oklahoma City","OK",35.447126,-97.55824
"el-Muhammad, Shareefa",1987,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,939195,"Professorship","76558",0,0,0,295,1724,0,10000,70000,0,80000,"Mound","TX",31.351386,-97.644352
"Phan, Kristina",1965,0,"Annual Fund Leadership","Alumn","Somewhat Connected","Pinto, Sierra",NA,"","11425",1493,0,474,0,0,0,0,0,60000,90000,"Jamaica","NY",40.651378,-73.870779
"Ongoy, Gabrielle",2016,0,"Annual Fund Leadership","Alumn","Not Connected",NA,NA,"","35032",220,0,0,0,0,0,0,0,0,0,"Bon Air","AL",33.256886,-86.338572
"Raiburn, Ariana",2000,0,"Annual Fund Leadership","Alumn","Connected",NA,1668678,"Athletics","65259",1746,48,628,1168,0,0,110000,2e+05,110000,0,"Huntsville","MO",39.442539,-92.55356
"Morris, Charlotte",NA,760000,"Stewardship","Parent","Connected","Nguyen, Anshumaan",NA,"","00851",0,0,0,0,221,110000,0,130000,40000,50000,"Kingshill","VI",17.734211,-64.734694
"el-Abdullah, Maahir",2010,590000,"Cultivation","Alumn","Modestly Connected","Spencer, Ruby",886988,"Professorship","59633",1866,596,261,0,0,60000,170000,0,0,30000,"Canyon Creek","MT",46.818147,-112.3409
"el-Mina, Muntaha",1967,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,NA,"","56714",979,0,133,780,0,30000,0,0,30000,0,"Badger","MN",48.795471,-96.01816
"Hipp, Jessi",1991,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,94753,"Financial Aid","28578",0,0,0,352,1709,0,0,0,0,0,"Seven Springs","NC",35.206329,-77.87444
"Tran, Kaci",1982,0,"Annual Fund Leadership","Alumn","Modestly Connected","el-Salehi, Ziyaad",769476,"Financial Aid","92277",0,0,0,0,0,0,190000,0,0,190000,"Twentynine Palms","CA",34.165696,-116.03343
"al-Mina, Faheem",2002,2230000,"Assessment","Alumn","Somewhat Connected","al-Shafi, Badri",NA,"","04321",442,0,0,892,273,0,10000,10000,0,0,"Stoneham","ME",44.209214,-70.818045
"Nguyen, Daniel",2006,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","81524",181,123,404,1312,0,60000,60000,0,0,0,"Loma","CO",39.238633,-108.78893
"Kim, Jian",2010,NA,NA,"Alumn","Modestly Connected",NA,380595,"Math/Science Center","52538",0,628,513,0,826,0,0,0,0,0,"West Grove","IA",40.745286,-92.408679
"Huggins, Wallace",1972,950000,"Stewardship","Alumn","Very Connected",NA,NA,"","96783",1897,1576,219,0,0,0,110000,0,250000,30000,"Pepeekeo","HI",19.843259,-155.10548
"Ybarra, Jaquelyn",1990,2050000,"Not a Prospect","Alumn","Very Connected","Nguyen, Anshumaan",867098,"Professorship","12552",0,0,0,0,0,70000,0,20000,90000,10000,"Newburgh","NY",41.387822,-74.354699
"Kelly, Desean",NA,0,"Annual Fund Leadership","Parent","Not Connected",NA,NA,"","24817",404,799,1589,0,1378,0,60000,0,40000,0,"Bradshaw","WV",37.358272,-81.8013
"al-Khalifa, Aliyya",2008,480000,"Cultivation","Alumn","Modestly Connected",NA,NA,"","95864",571,0,0,0,865,180000,0,0,20000,0,"Sacramento","CA",38.587805,-121.37809
"Troung, Anthony",2008,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","57225",181,1759,0,1650,939,90000,60000,80000,10000,0,"Clark","SD",44.877579,-97.74574
"Karber, Charles",1992,NA,NA,"Alumn","Very Connected",NA,1050036,"Athletics","13633",1877,1805,0,865,0,70000,0,0,120000,240000,"De Peyster","NY",44.469527,-75.50293
"Chavez Molina, Rolando",2008,0,"Not a Prospect","Alumn","Somewhat Connected","Rodriguez, Nathan",444840,"Athletics","56147",1556,839,1968,0,0,0,60000,30000,40000,30000,"Kenneth","MN",43.750164,-96.06591
"Carlton, Bethany",1976,510000,"Cultivation","Alumn","Connected",NA,NA,"","55468",0,0,1782,0,68,30000,0,0,0,0,"Minneapolis","MN",45.015914,-93.47188
"Martinez, Edgar",NA,NA,NA,"Parent","Modestly Connected",NA,28829,"Professorship","49065",635,0,790,926,397,0,0,40000,0,140000,"Lawton","MI",42.144087,-85.84205
"Nelson, Taylehr",1963,0,"Annual Fund Leadership","Alumn","Not Connected",NA,NA,"","45688",0,549,0,1166,591,0,0,0,0,0,"Waterloo","OH",38.734463,-82.52163
"Amaya, Nadia",1997,0,"Not a Prospect","Alumn","Very Connected",NA,719674,"Athletics","12966",169,1008,0,0,203,0,20000,50000,1e+05,40000,"North Bangor","NY",44.812315,-74.40784
"Wimbley-Cheek, Taryn",1981,NA,NA,"Alumn","Very Connected",NA,612276,"Unresistricted","55320",666,1732,443,1127,1875,150000,30000,0,80000,0,"Clearwater","MN",45.387625,-94.0599
"Garcia, Saige",2008,0,"Not a Prospect","Alumn","Not Connected",NA,NA,"","44638",1131,148,598,0,0,0,0,0,0,0,"Lakeville","OH",40.657511,-82.13584
"al-Kazemi, Mujaahida",1961,1140000,"Not a Prospect","Alumn","Somewhat Connected",NA,NA,"","95439",981,873,0,2547,1064,0,90000,0,0,80000,"Fulton","CA",38.494643,-122.77226
"Yu, Cody",1969,330000,"Stewardship","Alumn","Modestly Connected","Ortega, Amanda",NA,"","13140",0,711,0,0,0,0,0,230000,0,160000,"Port Byron","NY",43.049797,-76.66055
"al-Habibi, Saabir",1970,1910000,"Cultivation","Alumn","Not Connected","Pinto, Sierra",NA,"","01434",511,1198,0,1691,883,1e+05,120000,180000,3e+05,160000,"Devens","MA",42.53,-71.61
"Strong, Tevin",2010,770000,"Assessment","Alumn","Very Connected","Stone, Derek",NA,"","46953",0,0,0,0,0,160000,30000,0,20000,0,"Marion","IN",40.53089,-85.65922
"Brown, Haleigh",1989,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","43750",0,325,0,879,0,90000,0,0,40000,70000,"Kipling","OH",39.994467,-81.500579
"al-Khan, Najlaa",NA,920000,"Solicitation","Parent","Somewhat Connected",NA,NA,"","53501",39,0,135,2251,0,0,110000,0,70000,0,"Afton","WI",42.605454,-89.070448
"Young, Brittany",1984,NA,NA,"Alumn","Connected",NA,NA,"","40830",109,676,0,1895,32,40000,70000,0,0,70000,"Gulston","KY",36.772301,-83.33415
"Pfannenstiel, Lucky",1963,0,"Annual Fund Leadership","Alumn","Connected",NA,573515,"Math/Science Center","10923",663,0,0,656,285,0,0,10000,10000,0,"Garnerville","NY",41.204544,-74.00161
"el-Naqvi, Rajab",1992,520000,"Cultivation","Alumn","Somewhat Connected","el-Salehi, Ziyaad",218233,"Financial Aid","41838",2397,540,1585,53,0,120000,0,0,140000,0,"Millstone","KY",37.168682,-82.75036
"Brown, Andrew",1951,0,"Annual Fund Leadership","Alumn","Connected",NA,NA,"","74053",1053,348,0,239,1644,0,0,170000,0,80000,"Oologah","OK",36.437088,-95.71144
"Motley, Monie",1963,790000,"Annual Fund Leadership","Alumn","Modestly Connected","al-Abdou, Tharwa",NA,"","20635",693,150,2472,0,0,0,0,80000,0,0,"Helen","MD",38.312112,-76.607676
"Hewlett, Santos",NA,620000,"Cultivation","Parent","Somewhat Connected",NA,900433,"Unresistricted","37027",0,0,360,0,0,120000,0,30000,50000,1e+05,"Brentwood","TN",36.007373,-86.79121
"Mathukumilli, Zahra",1968,410000,"Cultivation","Alumn","Somewhat Connected",NA,0,"Math/Science Center","92585",51,89,290,0,0,1e+05,160000,0,0,0,"Sun City","CA",33.742936,-117.17432
"Venuto, Kelci",1975,NA,NA,"Alumn","Very Connected",NA,921984,"Athletics","55556",0,2155,177,82,0,0,40000,0,250000,190000,"Young America","MN",44.805487,-93.766524
"Wilk, Jace",1982,NA,NA,"Alumn","Connected",NA,NA,"","92211",0,156,0,0,0,0,60000,1e+05,0,210000,"Palm Desert","CA",33.759409,-116.32317
"Hegg, Rosa",NA,1980000,"Annual Fund Leadership","Parent","Somewhat Connected",NA,483842,"Residence Hall","64466",581,0,75,19,0,0,90000,140000,0,10000,"Maitland","MO",40.17606,-95.08755
"Hendricks, Meagan",1954,540000,"Cultivation","Alumn","Very Connected","Borenstein-Will, Alan",NA,"","52348",762,547,599,379,0,0,0,0,0,90000,"Vining","IA",41.990295,-92.38059
"Perry, Christopher",1972,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","90610",1606,0,839,103,712,0,0,0,50000,0,"Whittier","CA",33.786594,-118.298662
"Jackson, Arturo",NA,460000,"Solicitation","Parent","Modestly Connected","Redbird, Ian",0,"Residence Hall","78553",0,0,0,1591,301,0,110000,0,0,0,"Harlingen","TX",26.125242,-97.475663
"el-Dada, Muthanna",1960,2e+05,"Assessment","Alumn","Connected","el-Salehi, Ziyaad",623418,"Financial Aid","28031",0,0,958,108,1735,0,0,0,110000,0,"Cornelius","NC",35.477583,-80.8924
"Pico, Justin",1985,NA,NA,"Alumn","Somewhat Connected",NA,309219,"Math/Science Center","12501",174,949,0,713,0,0,80000,20000,0,0,"Amenia","NY",41.852959,-73.55727
"Wray, Barima",2013,0,"Annual Fund Leadership","Alumn","Connected",NA,1483137,"Professorship","35621",0,833,0,0,1207,10000,30000,0,0,30000,"Eva","AL",34.334972,-86.71847
"Petters, Rita",1957,840000,"Annual Fund Leadership","Alumn","Very Connected",NA,NA,"","21747",671,0,0,0,0,140000,0,0,0,80000,"Hagerstown","MD",39.520696,-77.916196
"el-Dar, Ghaada",2011,70000,"Annual Fund Leadership","Alumn","Not Connected","el-Pirani, Sabriyya",NA,"","29664",233,0,1203,0,1815,0,80000,0,40000,60000,"Mountain Rest","SC",34.855841,-83.16336
"Villanueva, Nicholas",2002,NA,NA,"Alumn","Modestly Connected",NA,NA,"","49724",1804,0,36,71,0,0,0,130000,20000,170000,"Dafter","MI",46.33614,-84.43525
"Davis, Edison",1982,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","80103",0,738,987,0,0,0,0,0,30000,0,"Byers","CO",39.746563,-104.17162
"Johnson, Travis",1963,NA,NA,"Alumn","Somewhat Connected",NA,202643,"Athletics","03272",0,0,0,0,0,0,0,80000,0,40000,"South Newbury","NH",43.310279,-71.662928
"Allen, Cynthia",1982,0,"Annual Fund Leadership","Alumn","Not Connected",NA,NA,"","49815",726,0,0,826,1872,0,0,80000,50000,0,"Channing","MI",46.186913,-88.04546
"el-Hafeez, Aayid",2012,NA,NA,"Alumn","Connected",NA,NA,"","68641",1049,156,435,0,0,70000,30000,0,30000,250000,"Howells","NE",41.73427,-97.01367
"Vongvichith, Forest",2000,190000,"Solicitation","Alumn","Modestly Connected","al-Shafi, Badri",NA,"","27455",0,1370,1245,255,555,0,10000,0,0,0,"Greensboro","NC",36.156707,-79.80644
"Leach, Ashia",2000,NA,NA,"Alumn","Modestly Connected",NA,NA,"","39877",0,0,0,0,937,1e+05,30000,70000,0,0,"Parrott","GA",31.92,-84.49
"Vo, Tenzing",2002,1230000,"Assessment","Alumn","Somewhat Connected",NA,NA,"","71822",1122,0,201,785,1308,110000,130000,120000,0,0,"Ashdown","AR",33.675597,-94.13465
"Pulido, Maximilian",1997,0,"Not a Prospect","Alumn","Very Connected",NA,NA,"","66505",360,211,0,0,0,0,170000,50000,0,0,"Manhattan","KS",39.304937,-96.675295
"Quarrells, Tyra",1991,NA,NA,"Alumn","Connected",NA,NA,"","32580",701,981,0,2019,1164,20000,30000,220000,0,120000,"Valparaiso","FL",30.507047,-86.49702
"Duling, Eunicia",1951,0,"Annual Fund Leadership","Alumn","Not Connected",NA,482109,"Financial Aid","91305",150,1759,0,0,0,70000,260000,1e+05,60000,110000,"Canoga Park","CA",33.786594,-118.298662
"al-Amiri, Almaasa",1988,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","46852",449,1699,0,255,320,0,0,40000,0,0,"Fort Wayne","IN",41.093763,-85.070713
"Torres, Wyatt",2002,0,"Not a Prospect","Alumn","Somewhat Connected",NA,NA,"","92242",0,0,0,0,894,0,0,40000,50000,60000,"Earp","CA",34.137179,-114.35823
"Barraza Jr, Daisy",2016,1220000,"Solicitation","Alumn","Somewhat Connected","Ortega, Amanda",649491,"Athletics","54867",0,0,358,1238,401,70000,290000,0,0,110000,"Radisson","WI",45.767489,-91.22193
"el-Sadek, Rabi",1975,0,"Annual Fund Leadership","Alumn","Connected",NA,27372,"Residence Hall","37657",0,1133,0,113,941,0,0,0,70000,50000,"Flag Pond","TN",36.011662,-82.56056
"Talamantes, Manuel",1957,0,"Stewardship","Alumn","Somewhat Connected","Stone, Derek",1356933,"Math/Science Center","47858",18,0,1195,0,0,0,0,90000,0,0,"Lewis","IN",39.255569,-87.23587
"Jones, Jordan",2004,8e+05,"Assessment","Alumn","Connected",NA,121131,"Professorship","65105",0,1,0,0,1244,130000,0,0,0,0,"Jefferson City","MO",38.530921,-92.249342
"Naous, Shelby",1966,NA,NA,"Alumn","Modestly Connected",NA,0,"Professorship","04236",0,0,471,524,0,90000,120000,0,60000,0,"Greene","ME",44.194404,-70.14181
"Herrera, Brandon",1991,330000,"Cultivation","Alumn","Connected",NA,1190822,"Math/Science Center","48418",153,15,0,0,67,40000,0,0,10000,10000,"Byron","MI",42.816358,-83.95884
"Nelson, Daniel",2015,2070000,"Annual Fund Leadership","Alumn","Modestly Connected","el-Salehi, Ziyaad",1121881,"Residence Hall","26101",0,0,0,285,0,180000,90000,0,0,50000,"Parkersburg","WV",39.265408,-81.53706
"Tapia, Alex",1987,0,"Annual Fund Leadership","Alumn","Modestly Connected",NA,153196,"Residence Hall","70570",1074,946,0,1701,423,0,0,40000,90000,0,"Opelousas","LA",30.530965,-92.09521
"Booker, Willie",1956,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","50476",0,0,401,584,1848,0,90000,160000,190000,0,"Stacyville","IA",43.441028,-92.77702
"Diederich, Arlene",NA,620000,"Stewardship","Parent","Modestly Connected","Ortega, Amanda",378362,"Financial Aid","35473",1883,467,0,1465,1367,210000,0,0,110000,90000,"Northport","AL",33.260567,-87.58945
"Barron, Jerry",2006,0,"Annual Fund Leadership","Alumn","Connected","Ortega, Amanda",0,"Financial Aid","97491",0,301,48,39,2217,0,20000,0,0,180000,"Wedderburn","OR",42.609252,-124.388576
"Zopes, Aidan",1999,NA,NA,"Alumn","Very Connected",NA,NA,"","28359",0,1266,1849,0,827,30000,0,0,90000,140000,"Lumberton","NC",34.607669,-79.014425
"Nguyen, Cherryl May",1950,NA,NA,"Alumn","Modestly Connected",NA,549089,"Financial Aid","64475",1034,244,0,0,0,130000,30000,10000,90000,60000,"Parnell","MO",40.43702,-94.6186
"Thompson, Sarah",NA,890000,"Assessment","Parent","Modestly Connected",NA,975420,"Financial Aid","20635",992,0,1155,197,0,0,0,1e+05,10000,120000,"Helen","MD",38.312112,-76.607676
"Catarino, Luke",1966,0,"Annual Fund Leadership","Alumn","Connected",NA,427457,"Math/Science Center","01011",0,1196,0,1510,0,0,110000,0,0,0,"Chester","MA",42.271442,-73.01958
"Fischer, Nancy",1996,0,"Not a Prospect","Alumn","Somewhat Connected",NA,NA,"","55427",0,0,369,0,507,20000,0,0,20000,80000,"Minneapolis","MN",45.006764,-93.38223
"el-Baddour, Hujja",1964,0,"Not a Prospect","Alumn","Somewhat Connected",NA,NA,"","37034",0,0,585,0,153,90000,20000,60000,40000,0,"Chapel Hill","TN",35.639491,-86.6865
"Burke, Jalen",2008,1390000,"Solicitation","Alumn","Somewhat Connected",NA,672897,"Athletics","31639",0,0,211,0,0,70000,0,0,130000,0,"Nashville","GA",31.199,-83.2188
"Hosseini, Stephanie",1983,0,"Solicitation","Alumn","Modestly Connected",NA,NA,"","38671",155,334,655,65,0,0,170000,120000,0,60000,"Southaven","MS",34.96848,-89.99793
"Young, Daysha",2010,390000,"Assessment","Alumn","Not Connected",NA,NA,"","95673",1916,0,0,1585,1491,80000,30000,20000,140000,160000,"Rio Linda","CA",38.688069,-121.44874
"el-Noorani, Husniyya",NA,0,"Solicitation","Parent","Somewhat Connected",NA,NA,"","76871",90,551,348,2854,0,0,1e+05,50000,0,1e+05,"Richland Springs","TX",31.292292,-98.96012
"Halliburton, Nicole",2002,NA,NA,"Alumn","Not Connected",NA,0,"Athletics","20178",0,193,0,0,0,1e+05,140000,0,0,0,"Leesburg","VA",39.072918,-77.608014
"al-Dar, Fawzaana",1963,1010000,"Cultivation","Alumn","Modestly Connected",NA,NA,"","54485",1890,1339,304,494,2704,0,70000,0,50000,10000,"Summit Lake","WI",45.381803,-89.20073
"Bidstrup, Khalissa",2002,1010000,"Cultivation","Alumn","Somewhat Connected",NA,NA,"","20226",351,1082,859,984,0,0,0,140000,270000,0,"Washington","DC",38.893311,-77.014647
"Holm, Anna",2015,0,"Not a Prospect","Alumn","Connected","Vandeboogaard, Elise",NA,"","20662",1684,218,2354,0,0,1e+05,220000,120000,10000,0,"Nanjemoy","MD",38.42029,-77.19479
"Nevarez, Sara",1970,730000,"Cultivation","Alumn","Somewhat Connected","Ulibarri, Isaiah",976973,"Residence Hall","17842",1208,1017,0,906,785,30000,0,50000,140000,60000,"Middleburg","PA",40.799235,-77.03834
"el-Ameen, Humaira",1969,470000,"Cultivation","Alumn","Not Connected","Redbird, Ian",NA,"","41055",0,1935,0,0,1195,50000,50000,0,90000,0,"Mayslick","KY",38.52217,-83.85894
"Whiteaker, Alyse",1986,0,"Annual Fund Leadership","Alumn","Very Connected",NA,NA,"","49815",1269,0,0,334,123,40000,0,160000,160000,80000,"Channing","MI",46.186913,-88.04546
"Wallen, Vincente",1995,0,"Not a Prospect","Alumn","Modestly Connected",NA,0,"Math/Science Center","80614",27,0,114,94,299,210000,0,190000,0,0,"Eastlake","CO",39.80797,-104.407918
"Trujillo, Jessica",NA,0,"Not a Prospect","Parent","Not Connected",NA,1124279,"Athletics","57450",0,408,768,0,0,50000,0,30000,0,0,"Hoven","SD",45.253428,-99.84288
"el-Saeed, Annnees",1961,1510000,"Assessment","Alumn","Connected",NA,1260938,"Financial Aid","32311",2443,0,0,103,0,210000,2e+05,210000,0,20000,"Tallahassee","FL",30.403146,-84.18841
"Lopez, David",2010,1680000,"Cultivation","Alumn","Very Connected","Stone, Derek",710235,"Professorship","84129",634,0,1162,2066,798,150000,0,0,0,150000,"Salt Lake City","UT",40.66,-111.93
"Lee, Debbie",2015,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,442648,"Athletics","94229",0,0,613,845,161,0,0,170000,1e+05,1e+05,"Sacramento","CA",38.377411,-121.444429
"Batmanglidj, Yueh-Ya",1961,140000,"Stewardship","Alumn","Connected","Spencer, Ruby",NA,"","12211",0,0,326,1954,0,70000,40000,170000,0,70000,"Albany","NY",42.705345,-73.76924
"Mc Beth, Mallory",1969,1540000,"Stewardship","Alumn","Not Connected",NA,715566,"Residence Hall","40391",487,0,0,2039,136,0,180000,0,110000,0,"Winchester","KY",37.98223,-84.17023
"Wang, Milahd",1996,0,"Annual Fund Leadership","Alumn","Somewhat Connected",NA,1433909,"Professorship","49601",0,0,0,1005,563,0,140000,210000,30000,190000,"Cadillac","MI",44.243788,-85.46006
"Coriz, Kourtney",1973,NA,NA,"Alumn","Not Connected",NA,NA,"","47342",0,555,395,0,0,30000,40000,0,130000,70000,"Gaston","IN",40.320458,-85.50656
"Orona Lopez, Laura",1996,NA,NA,"Alumn","Connected",NA,919533,"Financial Aid","49920",897,0,0,0,0,0,0,70000,0,0,"Crystal Falls","MI",46.12624,-88.35677
"Billie, Marisa",1987,NA,NA,"Alumn","Somewhat Connected",NA,NA,"","63034",0,0,1755,0,418,0,290000,40000,90000,0,"Florissant","MO",38.832863,-90.29051
"Gill, Tyrale",1997,0,"Annual Fund Leadership","Alumn","Very Connected",NA,881792,"Athletics","13633",389,816,80,550,0,150000,60000,80000,60000,0,"De Peyster","NY",44.469527,-75.50293
"Shead, Tenisha",1999,440000,"Assessment","Alumn","Somewhat Connected",NA,NA,"","55302",0,346,0,1539,0,190000,80000,10000,1e+05,1e+05,"Annandale","MN",45.246631,-94.11692
